Year,Month,Week,Retail Code,Store Long Label,Turnover in EUR,Commercial Sales Quantity,Transactions (Scope Retail KPI),SPT in EUR,UPT
2022,February,W06,Q93,CLIENT SERVICE DENMARK,10 077,7,13,1 110,1
2022,April,W17,Q93,CLIENT SERVICE DENMARK,16 071,15,18,929,1
2022,June,W26,Q93,CLIENT SERVICE DENMARK,10 141,13,15,839,1
2022,April,W14,A90,CLIENT SERVICE FRANCE,187 844,269,225,889,1.24
2022,May,W21,A90,CLIENT SERVICE FRANCE,178 956,231,243,805,1.01
2022,June,W22,A90,CLIENT SERVICE FRANCE,118 908,139,156,865,1.01
2022,June,W26,A90,CLIENT SERVICE FRANCE,110 993,147,160,816,1.01
2022,July,W28,A90,CLIENT SERVICE FRANCE,154 474,166,177,919,1.01
2022,September,W36,A90,CLIENT SERVICE FRANCE,117 005,195,208,629,1.02
2022,October,W42,A90,CLIENT SERVICE FRANCE,30 067,48,46,690,1
2022,June,W22,J90,CLIENT SERVICE GER,88 702,95,137,964,1.01
2022,September,W39,J90,CLIENT SERVICE GER,118 567,150,195,835,1.02
2022,March,W10,F91,CLIENT SERVICE IRELAND,3 642,6,9,881,1
2022,April,W16,F91,CLIENT SERVICE IRELAND,15 561,17,15,1 037,1.07
2022,June,W22,F91,CLIENT SERVICE IRELAND,9 764,11,11,888,1
2022,June,W25,F91,CLIENT SERVICE IRELAND,7 102,8,9,869,1
2022,July,W30,F91,CLIENT SERVICE IRELAND,14 780,11,12,1 320,1
2022,July,W31,F91,CLIENT SERVICE IRELAND,3 309,3,3,1 103,1
2022,January,W03,H90,CLIENT SERVICE ITA,220 699,301,327,750,1
2022,July,W30,H90,CLIENT SERVICE ITA,211 236,244,246,890,1
2022,August,W34,H90,CLIENT SERVICE ITA,154 655,179,182,886,1.02
2022,September,W37,H90,CLIENT SERVICE ITA,168 897,199,205,866,1.01
2022,September,W39,H90,CLIENT SERVICE ITA,183 901,203,210,938,1.01
2022,October,W42,H90,CLIENT SERVICE ITA,51 795,53,53,989,1
2022,January,W04,A91,CLIENT SERVICE MONACO,329,1,1,329,1
2022,February,W07,A91,CLIENT SERVICE MONACO,3 171,2,2,1 585,1
2022,February,W08,A91,CLIENT SERVICE MONACO,1 667,1,1,1 667,1
2022,January,W02,I93,CLIENT SERVICE NETHERLAND ,49 926,58,69,799,1
2022,April,W16,I93,CLIENT SERVICE NETHERLAND ,45 727,46,44,1 164,1.14
2022,May,W21,I93,CLIENT SERVICE NETHERLAND ,43 901,57,61,883,1
2022,July,W27,I93,CLIENT SERVICE NETHERLAND ,32 888,35,41,945,1
2022,August,W31,I93,CLIENT SERVICE NETHERLAND ,34 293,30,39,1 184,1
2022,August,W33,I93,CLIENT SERVICE NETHERLAND ,22 479,30,34,812,1
2022,September,W35,I93,CLIENT SERVICE NETHERLAND ,8 000,8,14,1 172,1
2022,October,W42,I93,CLIENT SERVICE NETHERLAND ,12 769,12,12,1 064,1
2022,March,W09,K90,CLIENT SERVICE SPA,49 455,49,51,1 002,1
2022,April,W13,K90,CLIENT SERVICE SPA,3 446,6,7,669,1
2022,June,W24,K90,CLIENT SERVICE SPA,73 517,78,77,988,1.03
2022,July,W28,K90,CLIENT SERVICE SPA,86 533,80,90,1 060,1
2022,July,W29,K90,CLIENT SERVICE SPA,62 649,65,62,1 052,1.06
2022,July,W31,K90,CLIENT SERVICE SPA,11 913,12,12,993,1
2022,January,W04,Q92,CLIENT SERVICE SWEDEN,39 783,42,44,939,1
2022,March,W11,Q92,CLIENT SERVICE SWEDEN,22 845,29,30,771,1
2022,August,W35,Q92,CLIENT SERVICE SWEDEN,16 598,18,19,892,1
2022,January,W04,F90,CLIENT SERVICE UK,257 484,259,296,1 015,1
2022,June,W22,F90,CLIENT SERVICE UK,62 247,45,55,1 345,1
2022,June,W23,F90,CLIENT SERVICE UK,257 321,270,299,980,1.01
2022,July,W28,F90,CLIENT SERVICE UK,174 731,175,209,1 034,1.01
2022,October,W40,F90,CLIENT SERVICE UK,318 431,299,328,1 107,1.02
2022,April,W17,G90,CLIENT SERVICEAUSTRIA,35 821,37,40,989,1
2022,May,W21,G90,CLIENT SERVICEAUSTRIA,31 450,30,36,1 039,1
2022,June,W22,G90,CLIENT SERVICEAUSTRIA,25 204,22,25,1 084,1
2022,July,W26,G90,CLIENT SERVICEAUSTRIA,1 229,1,3,1 146,1
2022,July,W28,G90,CLIENT SERVICEAUSTRIA,24 112,25,30,998,1.03
2022,September,W35,G90,CLIENT SERVICEAUSTRIA,10 308,9,9,1 247,1
2022,October,W40,G90,CLIENT SERVICEAUSTRIA,33 917,32,34,1 076,1
2022,January,W05,I92,CLIENTSERVICE BELGIUM,14 707,11,11,1 337,1
2022,April,W15,I92,CLIENTSERVICE BELGIUM,54 617,57,62,951,1
2022,July,W29,I92,CLIENTSERVICE BELGIUM,46 161,43,44,1 061,1
2022,August,W35,I92,CLIENTSERVICE BELGIUM,44 635,28,29,1 548,1
2022,September,W35,I92,CLIENTSERVICE BELGIUM,14 008,14,15,1 006,1
2022,February,W07,Q91,CLIENTSERVICE FINLAND,2 690,4,4,672,1
2022,March,W11,Q91,CLIENTSERVICE FINLAND,8 008,4,6,1 663,1
2022,March,W13,Q91,CLIENTSERVICE FINLAND,-1 012,3,4,654,1
2022,April,W17,Q91,CLIENTSERVICE FINLAND,3 742,4,4,935,1
2022,May,W21,Q91,CLIENTSERVICE FINLAND,5 652,11,11,514,1
2022,July,W28,Q91,CLIENTSERVICE FINLAND,7 556,5,8,1 318,1
2022,July,W31,Q91,CLIENTSERVICE FINLAND,1 532,2,1,1 532,1
2022,September,W35,Q91,CLIENTSERVICE FINLAND,-306,2,3,301,1
2022,January,W04,I91,CLIENTSERVICE LUXEMBOURG ,2 141,5,5,787,1
2022,March,W11,I91,CLIENTSERVICE LUXEMBOURG ,8 902,9,9,989,1
2022,May,W19,I91,CLIENTSERVICE LUXEMBOURG ,16 650,8,8,2 081,1
2022,May,W22,I91,CLIENTSERVICE LUXEMBOURG ,4 479,0,2,2 585,1
2022,June,W25,I91,CLIENTSERVICE LUXEMBOURG ,2 051,1,2,1 316,1
2022,July,W28,I91,CLIENTSERVICE LUXEMBOURG ,3 043,5,5,609,1
2022,August,W31,I91,CLIENTSERVICE LUXEMBOURG ,1 192,3,3,554,1
2022,January,W04,Q90,Client Service Russia,90 365,105,110,927,1.04
2022,March,W11,Q90,Client Service Russia,-404,-2,0,,
2022,April,W16,Q90,Client Service Russia,48 207,-1,0,,
2022,October,W40,Q90,Client Service Russia,-688,-1,0,,
2022,February,W08,WAT,WEB Austria,208 647,318,369,683,1.01
2022,February,W09,WAT,WEB Austria,77 886,117,118,714,1.01
2022,March,W10,WAT,WEB Austria,212 066,289,307,760,1.01
2022,June,W22,WAT,WEB Austria,110 547,150,176,785,1.01
2022,July,W28,WAT,WEB Austria,180 000,248,289,732,1
2022,July,W30,WAT,WEB Austria,216 116,277,310,794,1
2022,September,W36,WAT,WEB Austria,211 434,317,345,690,1.01
2022,September,W37,WAT,WEB Austria,234 295,331,372,743,1.01
2022,January,W04,WBE,WEB Belgium,221 446,328,343,702,1.01
2022,February,W08,WBE,WEB Belgium,158 878,237,263,699,1
2022,April,W16,WBE,WEB Belgium,166 351,259,271,666,1.01
2022,May,W20,WBE,WEB Belgium,146 142,232,246,668,1.01
2022,May,W21,WBE,WEB Belgium,189 204,266,275,726,1.01
2022,June,W26,WBE,WEB Belgium,152 562,213,225,710,1
2022,July,W27,WBE,WEB Belgium,144 045,215,239,674,1.01
2022,July,W30,WBE,WEB Belgium,124 068,180,194,747,1.02
2022,January,W02,WDK,WEB Denmark,169 540,254,301,654,1
2022,January,W04,WDK,WEB Denmark,176 810,275,306,644,1
2022,February,W07,WDK,WEB Denmark,263 663,325,344,809,1
2022,March,W13,WDK,WEB Denmark,138 896,178,205,776,1.01
2022,September,W39,WDK,WEB Denmark,88 317,151,166,624,1.02
2022,March,W13,WFR,WEB FRANCE,575 450,902,963,656,1
2022,July,W30,WFR,WEB FRANCE,827 648,1 435,1 478,605,1.01
2022,July,W31,WFR,WEB FRANCE,9 821,16,16,614,1
2022,September,W37,WFR,WEB FRANCE,784 702,1 418,1 484,570,1.01
2022,September,W38,WFR,WEB FRANCE,764 300,1 475,1 582,545,1.01
2022,January,W02,WFI,WEB Finland,97 414,135,141,730,1.01
2022,January,W03,WFI,WEB Finland,92 641,147,163,651,1.01
2022,March,W09,WFI,WEB Finland,43 407,56,64,782,1
2022,March,W11,WFI,WEB Finland,42 040,63,81,646,1
2022,May,W21,WFI,WEB Finland,115 546,152,162,787,1.01
2022,July,W26,WFI,WEB Finland,8 242,13,13,634,1
2022,August,W34,WFI,WEB Finland,65 905,83,94,774,1
2022,January,W02,WDE,WEB GERMANY,2 240 739,3 154,4 350,714,1.01
2022,March,W10,WDE,WEB GERMANY,2 198 066,3 017,3 617,742,1.01
2022,July,W28,WDE,WEB GERMANY,1 866 598,2 479,2 962,759,1.01
2022,September,W36,WDE,WEB GERMANY,1 744 070,2 639,3 090,705,1.01
2022,October,W42,WDE,WEB GERMANY,975 976,1 393,1 436,727,1.01
2022,January,W02,WIT,WEB ITALY,980 314,1 444,1 498,706,1.01
2022,January,W04,WIT,WEB ITALY,767 523,1 219,1 237,665,1.01
2022,January,W05,WIT,WEB ITALY,332 203,501,491,711,1.01
2022,April,W13,WIT,WEB ITALY,206 708,237,242,872,1
2022,May,W18,WIT,WEB ITALY,1 231 791,1 654,1 700,770,1
2022,May,W19,WIT,WEB ITALY,990 897,1 426,1 466,732,1.01
2022,June,W22,WIT,WEB ITALY,522 033,671,713,793,1.01
2022,July,W29,WIT,WEB ITALY,917 328,1 420,1 457,669,1
2022,July,W30,WIT,WEB ITALY,754 827,1 161,1 198,679,1.01
2022,February,W05,WIE,WEB Ireland,81 101,131,133,663,1
2022,February,W08,WIE,WEB Ireland,148 805,164,180,889,1.01
2022,March,W13,WIE,WEB Ireland,92 203,128,129,755,1.01
2022,May,W22,WIE,WEB Ireland,51 425,80,82,726,1.01
2022,June,W26,WIE,WEB Ireland,38 898,63,67,636,1
2022,July,W29,WIE,WEB Ireland,74 654,93,106,874,1.01
2022,August,W31,WIE,WEB Ireland,89 084,107,111,845,1.01
2022,August,W35,WIE,WEB Ireland,56 023,78,80,774,1.03
2022,January,W01,WLU,WEB Luxembourg,27 364,41,44,737,1.02
2022,January,W05,WLU,WEB Luxembourg,12 177,18,17,716,1
2022,March,W11,WLU,WEB Luxembourg,13 408,18,21,698,1
2022,June,W22,WLU,WEB Luxembourg,10 932,12,15,863,1
2022,May,W22,WLU,WEB Luxembourg,6 756,15,16,641,1
2022,June,W26,WLU,WEB Luxembourg,16 004,22,25,728,1
2022,July,W27,WLU,WEB Luxembourg,14 342,27,27,531,1
2022,July,W30,WLU,WEB Luxembourg,12 654,21,22,610,1
2022,August,W35,WLU,WEB Luxembourg,8 846,10,10,885,1
2022,September,W36,WLU,WEB Luxembourg,28 594,25,26,1 112,1
2022,April,W16,WMO,WEB Monaco,592,1,1,592,1
2022,September,W38,WMO,WEB Monaco,2 017,3,4,754,1
2022,February,W05,WNL,WEB Netherland,236 336,421,466,612,1.01
2022,March,W09,WNL,WEB Netherland,294 748,426,488,712,1.01
2022,March,W11,WNL,WEB Netherland,352 028,497,587,723,1
2022,April,W17,WNL,WEB Netherland,424 058,627,685,696,1.01
2022,May,W18,WNL,WEB Netherland,506 764,741,814,700,1.01
2022,January,W01,WRU,WEB Russie,12 323,51,27,519,1
2022,February,W05,WRU,WEB Russie,190 770,294,294,714,1.06
2022,February,W06,WRU,WEB Russie,372 388,584,576,698,1.07
2022,March,W13,WRU,WEB Russie,-1 019,-5,0,,
2022,January,W01,WSP,WEB SPAIN,544 862,770,804,722,1.01
2022,February,W06,WSP,WEB SPAIN,383 837,555,569,709,1
2022,March,W09,WSP,WEB SPAIN,215 426,229,248,927,1.01
2022,April,W13,WSP,WEB SPAIN,76 112,78,83,982,1
2022,July,W31,WSP,WEB SPAIN,36 847,43,43,857,1
2022,February,W05,WSA,WEB Saudi Arabia,43 036,72,77,589,1
2022,February,W06,WSA,WEB Saudi Arabia,83 968,147,149,604,1.01
2022,February,W07,WSA,WEB Saudi Arabia,72 356,150,152,512,1.01
2022,March,W12,WSA,WEB Saudi Arabia,48 430,69,72,725,1.04
2022,April,W15,WSA,WEB Saudi Arabia,53 118,93,97,605,1.03
2022,May,W20,WSA,WEB Saudi Arabia,41 613,63,81,695,1.04
2022,June,W23,WSA,WEB Saudi Arabia,45 179,90,111,544,1.03
2022,June,W26,WSA,WEB Saudi Arabia,43 166,60,70,732,1.03
2022,September,W37,WSA,WEB Saudi Arabia,55 805,80,84,726,1.01
2022,October,W42,WSA,WEB Saudi Arabia,4 217,7,6,703,1
2022,January,W52,WSA,WEB Saudi Arabia,12 854,32,27,476,1.07
2022,February,W05,WSE,WEB Sweden,118 222,212,236,583,1
2022,February,W06,WSE,WEB Sweden,239 867,387,414,640,1
2022,February,W08,WSE,WEB Sweden,168 424,235,268,732,1.01
2022,April,W17,WSE,WEB Sweden,233 185,321,378,742,1
2022,May,W18,WSE,WEB Sweden,278 365,362,399,790,1.01
2022,May,W20,WSE,WEB Sweden,196 064,289,324,694,1
2022,July,W27,WSE,WEB Sweden,191 268,276,301,722,1.01
2022,July,W30,WSE,WEB Sweden,171 536,237,262,751,1.01
2022,July,W31,WSE,WEB Sweden,25 565,47,47,544,1
2022,February,W08,WUK,WEB UNITED KINGDOM,1 857 515,2 677,2 984,741,1.01
2022,April,W16,WUK,WEB UNITED KINGDOM,2 035 093,2 714,3 004,787,1.01
2022,May,W19,WUK,WEB UNITED KINGDOM,2 044 154,2 959,3 325,733,1
2022,September,W35,WUK,WEB UNITED KINGDOM,414 788,672,791,675,1.01
2022,September,W36,WUK,WEB UNITED KINGDOM,1 519 046,2 495,2 648,653,1.01
2022,February,W07,WAE,WEB United Arab Emirates,185 361,253,251,782,1.01
2022,March,W09,WAE,WEB United Arab Emirates,89 255,121,122,799,1.02
2022,March,W10,WAE,WEB United Arab Emirates,118 503,164,158,795,1.04
2022,April,W14,WAE,WEB United Arab Emirates,123 397,165,160,815,1.05
2022,April,W16,WAE,WEB United Arab Emirates,161 261,155,158,1 077,1.03
2022,May,W20,WAE,WEB United Arab Emirates,125 394,161,170,839,1.04
2022,September,W36,WAE,WEB United Arab Emirates,116 815,142,133,913,1.05
2022,February,W05,Q93,CLIENT SERVICE DENMARK,5 994,11,17,693,1
2022,March,W09,Q93,CLIENT SERVICE DENMARK,10 634,11,14,903,1
2022,March,W11,Q93,CLIENT SERVICE DENMARK,17 875,18,21,1 004,1
2022,March,W12,Q93,CLIENT SERVICE DENMARK,9 822,11,14,921,1
2022,April,W15,Q93,CLIENT SERVICE DENMARK,25 965,24,24,1 082,1
2022,May,W20,Q93,CLIENT SERVICE DENMARK,13 956,11,12,1 224,1
2022,June,W23,Q93,CLIENT SERVICE DENMARK,18 373,21,21,875,1
2022,June,W25,Q93,CLIENT SERVICE DENMARK,25 992,25,29,1 059,1.03
2022,August,W33,Q93,CLIENT SERVICE DENMARK,12 808,14,15,925,1
2022,March,W09,A90,CLIENT SERVICE FRANCE,100 415,136,145,733,1
2022,May,W20,A90,CLIENT SERVICE FRANCE,149 209,198,207,793,1.01
2022,January,W01,J90,CLIENT SERVICE GER,239 651,294,397,803,1.01
2022,March,W10,J90,CLIENT SERVICE GER,194 277,199,238,1 022,1.01
2022,April,W13,J90,CLIENT SERVICE GER,40 403,41,53,985,1.02
2022,April,W16,J90,CLIENT SERVICE GER,166 429,160,202,1 038,1
2022,May,W18,J90,CLIENT SERVICE GER,280 147,275,331,1 040,1
2022,May,W21,J90,CLIENT SERVICE GER,248 269,264,298,992,1.01
2022,August,W33,J90,CLIENT SERVICE GER,151 349,163,204,988,1
2022,August,W35,J90,CLIENT SERVICE GER,122 965,136,161,918,1.01
2022,October,W40,J90,CLIENT SERVICE GER,134 479,145,182,947,1.01
2022,February,W05,F91,CLIENT SERVICE IRELAND,16,1,5,634,1
2022,March,W11,F91,CLIENT SERVICE IRELAND,12 752,15,14,945,1
2022,September,W37,F91,CLIENT SERVICE IRELAND,13 659,14,13,1 051,1
2022,October,W40,F91,CLIENT SERVICE IRELAND,15 252,21,18,847,1.06
2022,January,W05,H90,CLIENT SERVICE ITA,85 131,90,95,943,1
2022,March,W11,H90,CLIENT SERVICE ITA,195 093,212,224,938,1.01
2022,April,W13,H90,CLIENT SERVICE ITA,58 881,62,65,932,1
2022,May,W18,H90,CLIENT SERVICE ITA,206 097,223,234,960,1
2022,May,W21,H90,CLIENT SERVICE ITA,226 786,252,256,908,1
2022,August,W35,H90,CLIENT SERVICE ITA,90 959,107,105,916,1
2022,February,W05,A91,CLIENT SERVICE MONACO,492,1,1,492,1
2022,January,W01,I93,CLIENT SERVICE NETHERLAND ,49 826,67,72,817,1.06
2022,January,W04,I93,CLIENT SERVICE NETHERLAND ,51 883,67,78,834,1
2022,February,W08,I93,CLIENT SERVICE NETHERLAND ,40 021,44,49,939,1
2022,July,W29,I93,CLIENT SERVICE NETHERLAND ,40 454,44,49,902,1
2022,July,W31,I93,CLIENT SERVICE NETHERLAND ,10 190,13,13,784,1
2022,August,W34,I93,CLIENT SERVICE NETHERLAND ,39 988,41,44,1 039,1
2022,September,W37,I93,CLIENT SERVICE NETHERLAND ,40 847,39,44,1 033,1.05
2022,October,W40,I93,CLIENT SERVICE NETHERLAND ,29 897,31,39,933,1
2022,January,W05,K90,CLIENT SERVICE SPA,1 983,4,6,944,1
2022,February,W07,K90,CLIENT SERVICE SPA,47 632,43,49,1 052,1
2022,March,W13,K90,CLIENT SERVICE SPA,53 124,51,56,1 072,1
2022,June,W22,K90,CLIENT SERVICE SPA,54 286,48,52,1 142,1.04
2022,June,W23,K90,CLIENT SERVICE SPA,57 640,60,67,990,1
2022,August,W34,K90,CLIENT SERVICE SPA,56 467,51,51,1 182,1.06
2022,October,W41,K90,CLIENT SERVICE SPA,75 847,83,80,1 025,1.08
2022,October,W42,K90,CLIENT SERVICE SPA,36 070,28,29,1 271,1
2022,January,W05,Q92,CLIENT SERVICE SWEDEN,4 294,4,4,1 074,1
2022,April,W16,Q92,CLIENT SERVICE SWEDEN,19 140,16,19,1 180,1
2022,May,W20,Q92,CLIENT SERVICE SWEDEN,25 901,31,29,893,1.03
2022,June,W25,Q92,CLIENT SERVICE SWEDEN,15 101,11,17,1 154,1
2022,June,W26,Q92,CLIENT SERVICE SWEDEN,13 715,10,12,1 267,1
2022,July,W29,Q92,CLIENT SERVICE SWEDEN,11 819,17,15,805,1.07
2022,August,W32,Q92,CLIENT SERVICE SWEDEN,25 495,25,26,1 045,1
2022,October,W40,Q92,CLIENT SERVICE SWEDEN,13 301,18,20,809,1
2022,February,W05,F90,CLIENT SERVICE UK,82 623,106,142,900,1.01
2022,January,W05,F90,CLIENT SERVICE UK,124 197,124,123,1 061,1.02
2022,March,W11,F90,CLIENT SERVICE UK,268 411,255,282,1 073,1
2022,April,W13,F90,CLIENT SERVICE UK,41 059,40,42,1 233,1.14
2022,March,W13,F90,CLIENT SERVICE UK,268 403,266,303,1 036,1.01
2022,May,W18,F90,CLIENT SERVICE UK,274 863,256,292,1 107,1
2022,June,W25,F90,CLIENT SERVICE UK,254 644,242,288,1 048,1
2022,July,W26,F90,CLIENT SERVICE UK,30 545,38,45,818,1
2022,August,W34,F90,CLIENT SERVICE UK,213 715,192,223,1 157,1.01
2022,September,W39,F90,CLIENT SERVICE UK,269 644,283,311,978,1.01
2022,October,W41,F90,CLIENT SERVICE UK,216 113,249,271,912,1.01
2022,March,W10,G90,CLIENT SERVICEAUSTRIA,15 955,20,22,896,1
2022,March,W13,G90,CLIENT SERVICEAUSTRIA,27 717,27,30,1 017,1.03
2022,June,W26,G90,CLIENT SERVICEAUSTRIA,17 567,19,25,1 033,1
2022,October,W42,G90,CLIENT SERVICEAUSTRIA,2 717,5,6,731,1
2022,March,W09,I92,CLIENTSERVICE BELGIUM,35 660,35,36,1 058,1
2022,July,W28,I92,CLIENTSERVICE BELGIUM,46 380,38,41,1 178,1
2022,August,W33,I92,CLIENTSERVICE BELGIUM,49 583,37,38,1 444,1
2022,August,W34,I92,CLIENTSERVICE BELGIUM,27 747,32,32,921,1
2022,August,W35,Q91,CLIENTSERVICE FINLAND,4 597,1,1,4 597,1
2022,September,W37,Q91,CLIENTSERVICE FINLAND,9 250,9,9,1 028,1
2022,January,W01,I91,CLIENTSERVICE LUXEMBOURG ,2 440,4,4,610,1
2022,March,W09,I91,CLIENTSERVICE LUXEMBOURG ,6 368,5,5,1 274,1
2022,June,W26,I91,CLIENTSERVICE LUXEMBOURG ,1 483,2,2,741,1
2022,August,W33,I91,CLIENTSERVICE LUXEMBOURG ,3 761,3,3,1 254,1
2022,September,W36,I91,CLIENTSERVICE LUXEMBOURG ,8 179,6,5,1 636,1.2
2022,October,W42,I91,CLIENTSERVICE LUXEMBOURG ,2 021,2,2,1 011,1
2022,March,W10,Q90,Client Service Russia,1 234,0,2,1 253,1
2022,July,W29,Q90,Client Service Russia,41 310,-1,0,,
2022,February,W07,WAT,WEB Austria,328 587,437,460,781,1.02
2022,January,W05,WBE,WEB Belgium,76 426,123,129,625,1
2022,March,W10,WBE,WEB Belgium,185 084,246,261,764,1.01
2022,April,W13,WBE,WEB Belgium,45 876,48,54,929,1
2022,June,W22,WBE,WEB Belgium,105 674,162,172,682,1.01
2022,June,W25,WBE,WEB Belgium,183 800,261,282,695,1
2022,July,W26,WBE,WEB Belgium,21 682,32,33,741,1
2022,September,W39,WBE,WEB Belgium,120 071,182,204,702,1
2022,October,W42,WBE,WEB Belgium,63 368,92,90,711,1
2022,February,W05,WDK,WEB Denmark,110 273,177,196,648,1
2022,January,W05,WDK,WEB Denmark,83 484,149,152,593,1
2022,March,W09,WDK,WEB Denmark,129 997,184,207,702,1
2022,April,W15,WDK,WEB Denmark,184 558,282,299,678,1
2022,May,W18,WDK,WEB Denmark,238 306,351,378,697,1
2022,May,W21,WDK,WEB Denmark,169 873,253,272,701,1.01
2022,May,W22,WDK,WEB Denmark,102 284,160,164,656,1.01
2022,June,W23,WDK,WEB Denmark,147 259,260,288,593,1
2022,June,W24,WDK,WEB Denmark,148 671,265,291,579,1.01
2022,July,W30,WDK,WEB Denmark,127 022,180,206,732,1
2022,August,W31,WDK,WEB Denmark,114 558,169,184,689,1.01
2022,September,W36,WDK,WEB Denmark,107 356,176,190,651,1.02
2022,March,W09,WFR,WEB FRANCE,653 588,1 094,1 172,617,1.01
2022,March,W12,WFR,WEB FRANCE,647 536,1 192,1 308,567,1
2022,May,W19,WFR,WEB FRANCE,983 673,1 650,1 785,619,1.01
2022,May,W20,WFR,WEB FRANCE,926 710,1 650,1 755,586,1
2022,June,W23,WFR,WEB FRANCE,980 041,1 746,1 823,591,1.01
2022,June,W26,WFR,WEB FRANCE,704 166,1 209,1 284,608,1.01
2022,August,W31,WFR,WEB FRANCE,937 265,1 514,1 604,643,1.01
2022,October,W39,WFR,WEB FRANCE,45 806,64,64,734,1.03
2022,January,W01,WFI,WEB Finland,74 896,142,173,618,1.01
2022,February,W05,WFI,WEB Finland,45 406,92,97,537,1
2022,February,W08,WFI,WEB Finland,106 827,137,142,799,1.02
2022,March,W13,WFI,WEB Finland,66 561,95,96,728,1
2022,April,W15,WFI,WEB Finland,51 294,84,101,666,1
2022,June,W24,WFI,WEB Finland,68 509,132,138,540,1.01
2022,July,W27,WFI,WEB Finland,85 595,130,144,684,1
2022,August,W32,WFI,WEB Finland,102 471,137,141,767,1.01
2022,January,W01,WDE,WEB GERMANY,2 691 837,4 136,5 406,664,1.01
2022,January,W05,WDE,WEB GERMANY,1 060 504,1 623,1 762,682,1.01
2022,June,W24,WDE,WEB GERMANY,2 115 430,2 948,3 646,732,1.01
2022,July,W27,WDE,WEB GERMANY,2 018 745,2 752,3 352,750,1.01
2022,July,W29,WDE,WEB GERMANY,2 029 379,2 671,3 255,762,1.01
2022,September,W39,WDE,WEB GERMANY,1 898 022,2 707,3 212,728,1.01
2022,March,W09,WIT,WEB ITALY,613 375,843,867,747,1.01
2022,August,W31,WIT,WEB ITALY,821 858,1 221,1 242,700,1
2022,August,W35,WIT,WEB ITALY,496 644,764,757,688,1.01
2022,January,W04,WIE,WEB Ireland,130 339,162,175,828,1.01
2022,March,W10,WIE,WEB Ireland,119 443,139,152,849,1
2022,April,W14,WIE,WEB Ireland,163 440,162,179,983,1
2022,April,W16,WIE,WEB Ireland,74 841,98,117,802,1.01
2022,July,W30,WIE,WEB Ireland,80 552,112,117,760,1
2022,September,W35,WIE,WEB Ireland,19 440,23,23,858,1.04
2022,February,W05,WLU,WEB Luxembourg,24 973,39,39,691,1
2022,February,W08,WLU,WEB Luxembourg,19 565,34,39,678,1
2022,September,W35,WLU,WEB Luxembourg,2 863,6,7,458,1
2022,January,W03,WMO,WEB Monaco,1 254,0,1,1 583,1
2022,April,W17,WMO,WEB Monaco,4 075,4,4,1 019,1
2022,May,W18,WMO,WEB Monaco,3 625,4,4,906,1
2022,June,W24,WMO,WEB Monaco,704,2,2,352,1
2022,June,W25,WMO,WEB Monaco,629,2,2,315,1
2022,October,W40,WMO,WEB Monaco,167,1,2,371,1
2022,October,W41,WMO,WEB Monaco,1 216,2,2,608,1
2022,March,W12,WNL,WEB Netherland,337 057,507,578,703,1.02
2022,August,W35,WNL,WEB Netherland,285 055,377,417,752,1
2022,September,W35,WNL,WEB Netherland,73 161,116,138,665,1.04
2022,September,W36,WNL,WEB Netherland,343 903,547,590,665,1.03
2022,May,W18,WRU,WEB Russie,64 925,-1,0,,
2022,June,W26,WRU,WEB Russie,-59 285,0,1,-88 247,1
2022,August,W33,WRU,WEB Russie,18 762,-1,0,,
2022,October,W41,WRU,WEB Russie,-7 642,-4,0,,
2022,February,W08,WSP,WEB SPAIN,272 003,354,378,782,1.01
2022,April,W15,WSP,WEB SPAIN,335 384,359,382,940,1.01
2022,April,W16,WSP,WEB SPAIN,329 669,404,412,844,1.01
2022,May,W19,WSP,WEB SPAIN,345 897,420,458,829,1
2022,June,W22,WSP,WEB SPAIN,199 521,224,237,906,1.02
2022,July,W30,WSP,WEB SPAIN,281 565,340,358,847,1
2022,October,W41,WSP,WEB SPAIN,371 648,443,452,855,1.01
2022,October,W42,WSP,WEB SPAIN,168 310,162,163,1 061,1.01
2022,January,W05,WSA,WEB Saudi Arabia,20 867,31,37,615,1
2022,February,W09,WSA,WEB Saudi Arabia,19 234,25,30,702,1
2022,March,W11,WSA,WEB Saudi Arabia,34 624,64,75,594,1.01
2022,March,W13,WSA,WEB Saudi Arabia,46 606,78,75,656,1.04
2022,April,W17,WSA,WEB Saudi Arabia,102 158,150,149,734,1.03
2022,May,W18,WSA,WEB Saudi Arabia,73 912,101,96,770,1.04
2022,May,W21,WSA,WEB Saudi Arabia,47 719,74,96,614,1.02
2022,May,W22,WSA,WEB Saudi Arabia,36 497,63,61,598,1
2022,July,W26,WSA,WEB Saudi Arabia,2 456,6,8,438,1
2022,August,W31,WSA,WEB Saudi Arabia,42 929,52,67,778,1.06
2022,August,W33,WSA,WEB Saudi Arabia,30 819,41,48,770,1.02
2022,March,W10,WSE,WEB Sweden,190 201,267,297,714,1
2022,May,W22,WSE,WEB Sweden,157 852,242,247,679,1.02
2022,June,W26,WSE,WEB Sweden,143 310,206,228,680,1
2022,July,W28,WSE,WEB Sweden,145 002,200,235,737,1
2022,August,W32,WSE,WEB Sweden,178 070,255,288,707,1
2022,August,W35,WSE,WEB Sweden,140 333,205,213,720,1
2022,February,W05,WUK,WEB UNITED KINGDOM,1 511 368,2 655,2 913,633,1.01
